text,title
"Lois Lowry’s The Giver is the quintessential dystopian novel, followed by its remarkable companions, Gathering Blue, Messenger, and Son.Jonas's world is perfect. Everything is under control. There is no war or fear of pain. There are no choices. Every person is assigned a role in the community. When Jonas turns 12 he is singled out to receive special training from The Giver. The Giver alone holds the memories of the true pain and pleasure of life. Now, it is time for Jonas to receive the truth. There is no turning back.",Giver
"When dragons invade the land, a small band of heroes, including a knight, barbarian, dwarf, and half-elf, begin the search for the magical Dragon Orb and Dragonlance",Dragons of Winter Night
A team of scientists struggles to define and contain a deadly bacteria brought back from outer space by a satellite,Andromeda Strain
"A new edition of one of Penguin's top ten Classics-the novel that has been ""teaching true strength of character for generations"" (The Guardian) A novel of intense power and intrigue, Jane Eyre has dazzled generations of readers with its depiction of a woman's quest for freedom. This updated edition features a new introduction discussing the novel's political and magical dimensions. Having grown up an orphan in the home of her cruel aunt and at a harsh charity school, Jane Eyre becomes an independent and spirited survivor-qualities that serve her well as governess at Thornfield Hall. But when she finds love with her sardonic employer, Rochester, the discovery of his terrible secret forces her to make a choice. Should she stay with him whatever the consequences or follow her convictions, even if it means leaving her beloved?",Jane Eyre
"It's Christmastime and Little Critter has written his letter to Santa, helped his mom bake cookies, decorated the tree, and done some last-minute shopping. He can't wait for Santa to get here. Lift the big flaps to share in the Christmas fun with Little Critter and his family!","Merry Christmas, Little Critter!"
A satire on totalitarianism in which farm animals overthrow their human owner and set up their own government,Animal Farm
"(Book Jacket Status: Jacketed)""As a revelation of human destiny it is too deep even for sorrow"", was how D.H. Lawrence characterized MOBY-DICK. Published in the same five-year span as The Scarlet Letter, Walden, and Leaves of Grass, this great adventure of the sea and the life of the soul is the ultimate achievement of that stunning period in American letters.",Moby-Dick
"A haunting tale of human resilience in the face of unrelieved horror, Camus' novel about a bubonic plague ravaging the people of a North African coastal town is a classic of twentieth-century literature.",Plague
"Little Critter has chosen the best topic ever for his science project—caterpillars! Did you know that a caterpillar starts out its life as an egg? Or that a caterpillar eats leaves and flowers all day and all night? Join Little Critter as he plans, researches, and creates his project, all in time for this year’s big science fair.",Just a School Project
Four teens battle the forces of evil when they are left behind after the Rapture.,Hunted : The Young Trib Force 11
"Technology is a thing of the past as a power outage covers the globe.One family struggles to do what's right when so much is going wrong.#1 Bestselling suspense author Terri Blackstock weaves a masterful what-if series in which global catastrophe reveals the darkness in human hearts---and lights the way to restoration for a self-centered world.An era unlike any in modern civilization is descending without lights, electronics, running water, or automobiles. As a global blackout lengthens into months, the neighbors of Oak Hollow grapple with a chilling realization: the power may never return. Survival has become a lifestyle. When two young thieves break into the Brannings' home and clean out the food in their pantry, Jeff Branning tracks them to a filthy apartment and discovers a family of children living alone, stealing to stay alive. Where is their mother? The search for answers uncovers a trail of desperation and murder . . . and for the Brannings, a powerful new purpose that can transform their entire community---and above all, themselves.",Night Light
